geofips,location_name,state,geography_type,year,mode,dest,orig,vmt,dist_within,inflow,outflow
617988,Danville,CA,city,2021,CARPOOL,247917659,226146219,237031939,15858976,116029342,105143622
617988,Danville,CA,city,2021,COMMERCIAL,14988166,13565925,14277045,608538,7189814,6478693
617988,Danville,CA,city,2021,ON_DEMAND_AUTO,3896643,5465436,4681040,420010,1738317,2522713
617988,Danville,CA,city,2021,OTHER_TRAVEL_MODE,76198388,91142485,83670436,21212,38088588,45560637
617988,Danville,CA,city,2021,PRIVATE_AUTO,248153753,270707628,259430691,27428458,110362648,121639585
617988,Danville,CA,city,2021,PUBLIC_TRANSIT,1515680,1313698,1414689,53217,731231,630240
617988,Danville,CA,city,2021,WALKING,2607430,2609041,2608236,2103901,251764,252570
617988,Danville,CA,city,2022,BIKING,2901988,2757177,2829583,660331,1120828,1048423
617988,Danville,CA,city,2022,CARPOOL,163011561,168977308,165994435,10956610,76027476,79010349
617988,Danville,CA,city,2022,COMMERCIAL,8450997,15965642,12208319,458002,3996498,7753820
617988,Danville,CA,city,2022,ON_DEMAND_AUTO,2006230,1924251,1965240,62560,971835,930845
617988,Danville,CA,city,2022,OTHER_TRAVEL_MODE,82900257,87892407,85396332,61929,41419164,43915239
617988,Danville,CA,city,2022,PRIVATE_AUTO,314167054,312416675,313291865,30181268,141992893,141117703
617988,Danville,CA,city,2022,PUBLIC_TRANSIT,1387735,1351474,1369604,2689,692523,674393
617988,Danville,CA,city,2022,WALKING,5242743,5202173,5222458,3704545,769099,748814
617988,Danville,CA,city,2023,BIKING,2955647,2871386,2913516,744243,1105702,1063572
617988,Danville,CA,city,2023,CARPOOL,161553202,180272195,170912699,8921586,76315808,85675305
617988,Danville,CA,city,2023,COMMERCIAL,23622721,13660468,18641595,761442,11430639,6449513
617988,Danville,CA,city,2023,ON_DEMAND_AUTO,1095807,479634,787721,24301,535753,227666
617988,Danville,CA,city,2023,OTHER_TRAVEL_MODE,45150134,54858724,50004429,4054,22573040,27427335
617988,Danville,CA,city,2023,PRIVATE_AUTO,310899334,299725015,305312174,28657662,141120836,135533676
617988,Danville,CA,city,2023,PUBLIC_TRANSIT,1281944,2017176,1649560,16972,632486,1000102
617988,Danville,CA,city,2023,WALKING,4387086,4376671,4381878,3145522,620782,615575
618100,Davis,CA,city,2019,BIKING,17727842,18834881,18281362,7257068,5235387,5788906
618100,Davis,CA,city,2019,CARPOOL,155018075,168987808,162002942,7469318,73774379,80759245
618100,Davis,CA,city,2019,COMMERCIAL,20130841,17706409,18918625,1173033,9478904,8266688
618100,Davis,CA,city,2019,ON_DEMAND_AUTO,2198055,2195976,2197015,206427,995814,994775
618100,Davis,CA,city,2019,OTHER_TRAVEL_MODE,99793879,127572320,113683099,12008,49890935,63780156
618100,Davis,CA,city,2019,PRIVATE_AUTO,267993486,268147298,268070392,26194200,120899643,120976549
618100,Davis,CA,city,2019,PUBLIC_TRANSIT,13371713,13561514,13466613,2754921,5308396,5403296
618100,Davis,CA,city,2019,WALKING,6677780,6163188,6420484,4130341,1273719,1016423
618100,Davis,CA,city,2020,BIKING,15044451,15983921,15514186,6158595,4442928,4912663
618100,Davis,CA,city,2020,CARPOOL,131553617,143408808,137481212,6338717,62607450,68535045
618100,Davis,CA,city,2020,COMMERCIAL,17083717,15026262,16054989,995475,8044121,7015393
618100,Davis,CA,city,2020,ON_DEMAND_AUTO,1865345,1863580,1864462,175181,845082,844200
618100,Davis,CA,city,2020,OTHER_TRAVEL_MODE,84688483,108262214,96475349,10190,42339146,54126012
618100,Davis,CA,city,2020,PRIVATE_AUTO,227428397,227558928,227493663,22229290,102599554,102664819
618100,Davis,CA,city,2020,PUBLIC_TRANSIT,11347691,11508763,11428227,2337920,4504885,4585421
618100,Davis,CA,city,2020,WALKING,5666991,5230291,5448641,3505148,1080921,862571
618100,Davis,CA,city,2021,BIKING,14293893,14883861,14588877,8210326,3041784,3336767
618100,Davis,CA,city,2021,CARPOOL,240614863,268744361,254679612,11680920,114466971,128531720
618100,Davis,CA,city,2021,COMMERCIAL,15524332,15504014,15514173,691533,7416400,7406240
618100,Davis,CA,city,2021,ON_DEMAND_AUTO,4588006,3356428,3972217,719730,1934138,1318349
618100,Davis,CA,city,2021,OTHER_TRAVEL_MODE,133023959,152735617,142879788,6804,66508577,76364407
618100,Davis,CA,city,2021,PRIVATE_AUTO,307274135,290366239,298820187,31494975,137889580,129435632
618100,Davis,CA,city,2021,PUBLIC_TRANSIT,7090953,7020459,7055706,1721507,2684723,2649476
618100,Davis,CA,city,2021,WALKING,4036528,3427417,3731972,2686457,675035,370480
618100,Davis,CA,city,2022,BIKING,11518928,12304415,11911672,4733234,3392847,3785590
618100,Davis,CA,city,2022,CARPOOL,186454577,185088482,185771530,10933984,87760297,87077249
618100,Davis,CA,city,2022,COMMERCIAL,9721043,8116776,8918910,340016,4690513,3888380
618100,Davis,CA,city,2022,ON_DEMAND_AUTO,1246037,1334634,1290336,70944,587547,631845
618100,Davis,CA,city,2022,OTHER_TRAVEL_MODE,84840759,98537531,91689145,9159,42415800,49264186
618100,Davis,CA,city,2022,PRIVATE_AUTO,291273680,304958152,298115916,32505787,129383947,136226183
618100,Davis,CA,city,2022,PUBLIC_TRANSIT,6398425,6680878,6539651,1260527,2568949,2710175
618100,Davis,CA,city,2022,WALKING,7367829,6783796,7075813,4364725,1501552,1209535
618100,Davis,CA,city,2023,BIKING,15705820,15877663,15791742,6885936,4409942,4495864
618100,Davis,CA,city,2023,CARPOOL,173609846,188192550,180901198,8980349,82314748,89606100
618100,Davis,CA,city,2023,COMMERCIAL,9313578,16960198,13136888,726976,4293301,8116611
618100,Davis,CA,city,2023,ON_DEMAND_AUTO,725375,645204,685289,71005,327185,287099
618100,Davis,CA,city,2023,OTHER_TRAVEL_MODE,65333751,106406851,85870301,1456,32666148,53202698
618100,Davis,CA,city,2023,PRIVATE_AUTO,308870436,324298326,316584381,37944487,135462975,143176919
618100,Davis,CA,city,2023,PUBLIC_TRANSIT,5454725,5721120,5587923,1398421,2028152,2161350
618100,Davis,CA,city,2023,WALKING,4781168,4444049,4612609,3162147,809511,640951
618506,Del Mar,CA,city,2019,BIKING,477070,528696,502883,12595,232237,258050
618506,Del Mar,CA,city,2019,CARPOOL,23924184,27458333,25691258,33183,11945500,13712575
618506,Del Mar,CA,city,2019,COMMERCIAL,4725536,5655639,5190587,84816,2320360,2785411
618506,Del Mar,CA,city,2019,ON_DEMAND_AUTO,586856,590949,588902,1364,292746,294792
618506,Del Mar,CA,city,2019,OTHER_TRAVEL_MODE,25433309,35775877,30604593,28,12716640,17887925
618506,Del Mar,CA,city,2019,PRIVATE_AUTO,59867251,56366622,58116937,365683,29750784,28000469
618506,Del Mar,CA,city,2019,PUBLIC_TRANSIT,796313,942331,869322,0,398156,471166
618506,Del Mar,CA,city,2019,WALKING,438713,439410,439061,175529,131592,131940
618506,Del Mar,CA,city,2020,BIKING,400158,443461,421809,10565,194797,216448
618506,Del Mar,CA,city,2020,CARPOOL,20067176,23031557,21549367,27834,10019671,11501862
618506,Del Mar,CA,city,2020,COMMERCIAL,3963695,4743848,4353772,71142,1946276,2336353
618506,Del Mar,CA,city,2020,ON_DEMAND_AUTO,492244,495677,493961,1144,245550,247267
618506,Del Mar,CA,city,2020,OTHER_TRAVEL_MODE,21333003,30008164,25670584,23,10666490,15004070
618506,Del Mar,CA,city,2020,PRIVATE_AUTO,50215577,47279312,48747444,306729,24954424,23486292
618506,Del Mar,CA,city,2020,PUBLIC_TRANSIT,667933,790411,729172,0,333966,395205
618506,Del Mar,CA,city,2020,WALKING,367985,368569,368277,147230,110377,110669
618506,Del Mar,CA,city,2021,BIKING,84057,85975,85016,4163,39947,40906
618506,Del Mar,CA,city,2021,CARPOOL,37860910,56662540,47261725,86588,18887161,28287976
618506,Del Mar,CA,city,2021,COMMERCIAL,2334895,1919770,2127332,37924,1148485,940923
618506,Del Mar,CA,city,2021,ON_DEMAND_AUTO,1795572,1061466,1428519,14467,890553,523500
618506,Del Mar,CA,city,2021,OTHER_TRAVEL_MODE,14451732,23763481,19107606,0,7225866,11881740
618506,Del Mar,CA,city,2021,PRIVATE_AUTO,63270259,45451891,54361075,381271,31444494,22535310
618506,Del Mar,CA,city,2021,PUBLIC_TRANSIT,272595,332932,302763,1202,135696,165865
618506,Del Mar,CA,city,2021,WALKING,233391,211774,222583,144822,44284,33476
618506,Del Mar,CA,city,2022,BIKING,346505,352824,349665,5521,170492,173651
618506,Del Mar,CA,city,2022,CARPOOL,28791789,27874247,28333018,44568,14373611,13914840
618506,Del Mar,CA,city,2022,COMMERCIAL,3057452,1302048,2179750,15867,1520793,643091
618506,Del Mar,CA,city,2022,ON_DEMAND_AUTO,578706,627386,603046,1429,288639,312979
618506,Del Mar,CA,city,2022,OTHER_TRAVEL_MODE,13285382,30673284,21979333,0,6642691,15336642
618506,Del Mar,CA,city,2022,PRIVATE_AUTO,54159804,56235979,55197891,263329,26948237,27986325
618506,Del Mar,CA,city,2022,PUBLIC_TRANSIT,523266,486285,504776,0,261633,243143
618506,Del Mar,CA,city,2022,WALKING,325690,349902,337796,114077,105807,117913
618506,Del Mar,CA,city,2023,BIKING,330061,383010,356536,16691,156685,183160
618506,Del Mar,CA,city,2023,CARPOOL,18179319,21236797,19708058,50999,9064160,10592899
618506,Del Mar,CA,city,2023,COMMERCIAL,2836988,2985151,2911070,30758,1403115,1477197
618506,Del Mar,CA,city,2023,ON_DEMAND_AUTO,473601,766803,620202,8784,232408,379010
618506,Del Mar,CA,city,2023,OTHER_TRAVEL_MODE,17046343,43550285,30298314,6,8523168,21775139
618506,Del Mar,CA,city,2023,PRIVATE_AUTO,63248542,59858888,61553715,399994,31424274,29729447
618506,Del Mar,CA,city,2023,PUBLIC_TRANSIT,497172,401168,449170,134,248519,200517
618506,Del Mar,CA,city,2023,WALKING,272244,301002,286623,132337,69954,84333
618394,Delano,CA,city,2019,BIKING,1249392,1175956,1212674,229993,509700,472982
618394,Delano,CA,city,2019,CARPOOL,234142212,251029053,242585633,12629284,110756464,119199885
618394,Delano,CA,city,2019,COMMERCIAL,25612178,30619167,28115672,1080651,12265763,14769258
618394,Delano,CA,city,2019,ON_DEMAND_AUTO,1955956,2112657,2034307,337063,809447,887797
618394,Delano,CA,city,2019,OTHER_TRAVEL_MODE,21475296,38319882,29897589,45942,10714677,19136970
618394,Delano,CA,city,2019,PRIVATE_AUTO,266099643,267124096,266611870,30624122,117737761,118249987
618394,Delano,CA,city,2019,WALKING,2854888,2688156,2771522,2290075,282407,199040
618394,Delano,CA,city,2020,BIKING,1191042,1121036,1156039,219251,485895,450892
618394,Delano,CA,city,2020,CARPOOL,223207052,239305226,231256139,12039458,105583797,113632884
618394,Delano,CA,city,2020,COMMERCIAL,24416010,29189158,26802584,1030181,11692915,14079488
618394,Delano,CA,city,2020,ON_DEMAND_AUTO,1864607,2013990,1939298,321321,771643,846335
618394,Delano,CA,city,2020,OTHER_TRAVEL_MODE,20472333,36530226,28501280,43797,10214268,18243215
618394,Delano,CA,city,2020,PRIVATE_AUTO,253671973,254648581,254160277,29193882,112239046,112727349
618394,Delano,CA,city,2020,WALKING,2721556,2562610,2642083,2183122,269217,189744
618394,Delano,CA,city,2021,BIKING,435259,416342,425801,270716,82271,72813
618394,Delano,CA,city,2021,CARPOOL,272229612,268101586,270165599,16232477,127998568,125934554
618394,Delano,CA,city,2021,COMMERCIAL,18281024,16409821,17345422,496078,8892473,7956872
618394,Delano,CA,city,2021,ON_DEMAND_AUTO,805090,527754,666422,44842,380124,241456
618394,Delano,CA,city,2021,OTHER_TRAVEL_MODE,16945939,32967344,24956642,48529,8448705,16459407
618394,Delano,CA,city,2021,PRIVATE_AUTO,250119070,268218640,259168855,42362001,103878535,112928319
618394,Delano,CA,city,2021,WALKING,2424463,2129259,2276861,1964200,230132,82530
618394,Delano,CA,city,2022,BIKING,1126701,1090058,1108379,133481,496610,478288
618394,Delano,CA,city,2022,CARPOOL,214499959,219696552,217098255,16004835,99247562,101845858
618394,Delano,CA,city,2022,COMMERCIAL,25076117,24993840,25034979,450075,12313021,12271883
618394,Delano,CA,city,2022,ON_DEMAND_AUTO,428239,535193,481716,47709,190265,243742
618394,Delano,CA,city,2022,OTHER_TRAVEL_MODE,28910907,44536986,36723946,57269,14426819,22239859
618394,Delano,CA,city,2022,PRIVATE_AUTO,316293460,326893849,321593655,41402968,137445246,142745440
618394,Delano,CA,city,2022,WALKING,4957242,4758203,4857723,4148221,404511,304991
618394,Delano,CA,city,2023,BIKING,133457,137403,135430,69750,31853,33827
618394,Delano,CA,city,2023,CARPOOL,237660288,254511302,246085795,12181255,112739516,121165023
618394,Delano,CA,city,2023,COMMERCIAL,31318224,27305839,29312032,776201,15271011,13264819
618394,Delano,CA,city,2023,ON_DEMAND_AUTO,274182,341863,308023,39761,117211,151051
618394,Delano,CA,city,2023,OTHER_TRAVEL_MODE,29552090,40953135,35252613,19129,14766481,20467003
618394,Delano,CA,city,2023,PRIVATE_AUTO,304397278,315553808,309975543,38569401,132913938,138492203
618394,Delano,CA,city,2023,WALKING,4345752,4095389,4220570,3650595,347578,222397
618996,Desert Hot Springs,CA,city,2019,BIKING,629294,715504,672399,50789,289253,332357
618996,Desert Hot Springs,CA,city,2019,CARPOOL,88909415,95670537,92289976,2712124,43098645,46479206
618996,Desert Hot Springs,CA,city,2019,COMMERCIAL,7694993,7933117,7814055,366266,3664364,3783426
618996,Desert Hot Springs,CA,city,2019,ON_DEMAND_AUTO,501419,442100,471759,2555,249432,219772
618996,Desert Hot Springs,CA,city,2019,OTHER_TRAVEL_MODE,21672893,20906766,21289830,1500,10835697,10452633
618996,Desert Hot Springs,CA,city,2019,PRIVATE_AUTO,120045384,115656138,117850761,7120675,56462355,54267732
618996,Desert Hot Springs,CA,city,2019,PUBLIC_TRANSIT,2312818,2670141,2491480,191324,1060747,1239409
618996,Desert Hot Springs,CA,city,2019,WALKING,2195674,2201824,2198749,1897738,148968,152043
618996,Desert Hot Springs,CA,city,2020,BIKING,575643,654503,615073,46459,264592,304022
618996,Desert Hot Springs,CA,city,2020,CARPOOL,81329323,87514017,84421670,2480898,39424212,42516559
618996,Desert Hot Springs,CA,city,2020,COMMERCIAL,7038946,7256768,7147857,335039,3351953,3460865
618996,Desert Hot Springs,CA,city,2020,ON_DEMAND_AUTO,458669,404408,431539,2337,228166,201035
618996,Desert Hot Springs,CA,city,2020,OTHER_TRAVEL_MODE,19825142,19124331,19474736,1372,9911885,9561479
618996,Desert Hot Springs,CA,city,2020,PRIVATE_AUTO,109810754,105795719,107803236,6513592,51648581,49641063
618996,Desert Hot Springs,CA,city,2020,PUBLIC_TRANSIT,2115636,2442495,2279065,175012,970312,1133741
618996,Desert Hot Springs,CA,city,2020,WALKING,2008479,2014104,2011292,1735944,136268,139080
618996,Desert Hot Springs,CA,city,2021,BIKING,172144,173079,172611,92333,39906,40373
618996,Desert Hot Springs,CA,city,2021,CARPOOL,97205735,123853337,110529536,3538644,46833546,60157347
618996,Desert Hot Springs,CA,city,2021,COMMERCIAL,8187960,9327305,8757633,425391,3881284,4450957
618996,Desert Hot Springs,CA,city,2021,ON_DEMAND_AUTO,486943,811625,649284,33500,226721,389063
618996,Desert Hot Springs,CA,city,2021,OTHER_TRAVEL_MODE,19921520,19495887,19708703,18601,9951460,9738643
618996,Desert Hot Springs,CA,city,2021,PRIVATE_AUTO,135506390,111438487,123472439,9979804,62763293,50729342
618996,Desert Hot Springs,CA,city,2021,PUBLIC_TRANSIT,351016,286979,318997,25042,162987,130968
618996,Desert Hot Springs,CA,city,2021,WALKING,1501940,1472847,1487393,1328692,86624,72077
618996,Desert Hot Springs,CA,city,2022,BIKING,781687,799825,790756,58409,361639,370708
618996,Desert Hot Springs,CA,city,2022,CARPOOL,106687184,102537998,104612591,3460042,51613571,49538978
618996,Desert Hot Springs,CA,city,2022,COMMERCIAL,7275796,7009157,7142476,434337,3420730,3287410
618996,Desert Hot Springs,CA,city,2022,ON_DEMAND_AUTO,624171,661896,643033,6537,308817,327680
618996,Desert Hot Springs,CA,city,2022,OTHER_TRAVEL_MODE,22485112,21698718,22091915,6656,11239228,10846031
618996,Desert Hot Springs,CA,city,2022,PRIVATE_AUTO,135760298,140763643,138261970,11452711,62153793,64655466
618996,Desert Hot Springs,CA,city,2022,PUBLIC_TRANSIT,1270051,1244631,1257341,83749,593151,580441
618996,Desert Hot Springs,CA,city,2022,WALKING,2371366,2364651,2368008,2029054,171156,167798
618996,Desert Hot Springs,CA,city,2023,BIKING,706309,735564,720937,198210,254050,268677
618996,Desert Hot Springs,CA,city,2023,CARPOOL,98913086,103722929,101318007,3336604,47788241,50193162
618996,Desert Hot Springs,CA,city,2023,COMMERCIAL,8785037,8812395,8798716,608380,4088329,4102008
618996,Desert Hot Springs,CA,city,2023,ON_DEMAND_AUTO,422988,307381,365184,17324,202832,145029
618996,Desert Hot Springs,CA,city,2023,OTHER_TRAVEL_MODE,21897768,14609602,18253685,3497,10947136,7303052
618996,Desert Hot Springs,CA,city,2023,PRIVATE_AUTO,148715853,145131682,146923767,11324386,68695734,66903648
618996,Desert Hot Springs,CA,city,2023,PUBLIC_TRANSIT,1090609,1254679,1172644,129757,480426,562461
618996,Desert Hot Springs,CA,city,2023,WALKING,1320737,1301137,1310937,1147785,86476,76676
619192,Diamond Bar,CA,city,2019,BIKING,1341270,1286180,1313725,139065,601103,573558
619192,Diamond Bar,CA,city,2019,CARPOOL,147348806,161073610,154211208,10476774,68436016,75298418
619192,Diamond Bar,CA,city,2019,COMMERCIAL,13713304,16442306,15077805,638125,6537589,7902091
619192,Diamond Bar,CA,city,2019,ON_DEMAND_AUTO,1679437,1590415,1634926,38708,820364,775853
619192,Diamond Bar,CA,city,2019,OTHER_TRAVEL_MODE,38361728,47257685,42809706,10569,19175579,23623558
619192,Diamond Bar,CA,city,2019,PRIVATE_AUTO,343954478,330785886,337370182,20812685,161570896,154986600
619192,Diamond Bar,CA,city,2019,PUBLIC_TRANSIT,2965971,2668256,2817113,122870,1421550,1272693
619192,Diamond Bar,CA,city,2019,WALKING,2811237,2744264,2777750,2302556,254340,220854
619192,Diamond Bar,CA,city,2020,BIKING,1061805,1018194,1039999,110089,475858,454052
619192,Diamond Bar,CA,city,2020,CARPOOL,116647420,127512543,122079982,8293848,54176786,59609347
619192,Diamond Bar,CA,city,2020,COMMERCIAL,10856019,13016411,11936215,505166,5175427,6255622
619192,Diamond Bar,CA,city,2020,ON_DEMAND_AUTO,1329512,1259038,1294275,30643,649434,614198
619192,Diamond Bar,CA,city,2020,OTHER_TRAVEL_MODE,30368733,37411141,33889937,8367,15180183,18701387
619192,Diamond Bar,CA,city,2020,PRIVATE_AUTO,272288616,261863813,267076214,16476184,127906216,122693814
619192,Diamond Bar,CA,city,2020,PUBLIC_TRANSIT,2347985,2112302,2230143,97269,1125358,1007516
619192,Diamond Bar,CA,city,2020,WALKING,2225492,2172473,2198982,1822799,201346,174837
619192,Diamond Bar,CA,city,2021,BIKING,987548,989843,988696,410665,288442,289589
619192,Diamond Bar,CA,city,2021,CARPOOL,212605618,237480900,225043259,10787927,100908846,113346486
619192,Diamond Bar,CA,city,2021,COMMERCIAL,17029051,12076948,14553000,433739,8297656,5821605
619192,Diamond Bar,CA,city,2021,ON_DEMAND_AUTO,3890716,3356164,3623440,245809,1822453,1555178
619192,Diamond Bar,CA,city,2021,OTHER_TRAVEL_MODE,48861634,45248444,47055039,23024,24419305,22612710
619192,Diamond Bar,CA,city,2021,PRIVATE_AUTO,312123196,293028692,302575944,23055900,144533648,134986396
619192,Diamond Bar,CA,city,2021,PUBLIC_TRANSIT,1004391,1104322,1054356,60775,471808,521774
619192,Diamond Bar,CA,city,2021,WALKING,3825144,3733069,3779106,3330111,247517,201479
619192,Diamond Bar,CA,city,2022,BIKING,2096311,2153962,2125136,361957,867177,896003
619192,Diamond Bar,CA,city,2022,CARPOOL,129970015,148004202,138987109,8697233,60636391,69653485
619192,Diamond Bar,CA,city,2022,COMMERCIAL,10867476,9496955,10182215,365340,5251068,4565808
619192,Diamond Bar,CA,city,2022,ON_DEMAND_AUTO,1664951,1664174,1664563,24693,820129,819740
619192,Diamond Bar,CA,city,2022,OTHER_TRAVEL_MODE,43412290,38519911,40966101,13278,21699506,19253317
619192,Diamond Bar,CA,city,2022,PRIVATE_AUTO,358672622,336380431,347526526,25613917,166529352,155383257
619192,Diamond Bar,CA,city,2022,PUBLIC_TRANSIT,1644423,1576664,1610544,26059,809182,775302
619192,Diamond Bar,CA,city,2022,WALKING,4793487,4752655,4773071,3980595,406446,386030
619192,Diamond Bar,CA,city,2023,BIKING,1850284,1809060,1829672,550849,649718,629106
619192,Diamond Bar,CA,city,2023,CARPOOL,127042263,146374125,136708194,7979125,59531569,69197500
619192,Diamond Bar,CA,city,2023,COMMERCIAL,15953232,15758350,15855791,590746,7681243,7583802
619192,Diamond Bar,CA,city,2023,ON_DEMAND_AUTO,1301866,833393,1067629,32928,634469,400233
619192,Diamond Bar,CA,city,2023,OTHER_TRAVEL_MODE,24946480,31120540,28033510,527,12472976,15560006
619192,Diamond Bar,CA,city,2023,PRIVATE_AUTO,374478372,362403905,368441138,25561842,174458265,168421031
619192,Diamond Bar,CA,city,2023,PUBLIC_TRANSIT,1425366,1964381,1694874,86121,669623,939130
619192,Diamond Bar,CA,city,2023,WALKING,3468742,3387318,3428030,2956454,256144,215432
619318,Dinuba,CA,city,2019,BIKING,616078,614207,615142,22955,296561,295626
619318,Dinuba,CA,city,2019,CARPOOL,56248417,54630845,55439631,4524402,25862008,25053222
619318,Dinuba,CA,city,2019,COMMERCIAL,5242725,5397095,5319910,75712,2583506,2660691
619318,Dinuba,CA,city,2019,ON_DEMAND_AUTO,651967,632173,642070,1777,325095,315198
619318,Dinuba,CA,city,2019,OTHER_TRAVEL_MODE,6129350,6783626,6456488,2932,3063209,3390347
619318,Dinuba,CA,city,2019,PRIVATE_AUTO,80877596,84271880,82574738,3937552,38470022,40167164
619318,Dinuba,CA,city,2019,WALKING,1927148,1841272,1884210,1439611,243768,200830
619318,Dinuba,CA,city,2020,BIKING,579051,577293,578172,21575,278738,277859
619318,Dinuba,CA,city,2020,CARPOOL,52867899,51347542,52107721,4252486,24307706,23547528
619318,Dinuba,CA,city,2020,COMMERCIAL,4927638,5072731,5000184,71162,2428238,2500784
619318,Dinuba,CA,city,2020,ON_DEMAND_AUTO,612784,594180,603482,1670,305557,296255
619318,Dinuba,CA,city,2020,OTHER_TRAVEL_MODE,5760977,6375932,6068454,2755,2879111,3186588
619318,Dinuba,CA,city,2020,PRIVATE_AUTO,76016869,79207157,77612013,3700906,36157982,37753126
619318,Dinuba,CA,city,2020,WALKING,1811327,1730612,1770969,1353091,229118,188761
619318,Dinuba,CA,city,2021,BIKING,337094,329766,333430,178819,79137,75473
619318,Dinuba,CA,city,2021,CARPOOL,65325928,67027214,66176571,3776619,30774655,31625298
619318,Dinuba,CA,city,2021,COMMERCIAL,3630168,3974017,3802093,58105,1786031,1957956
619318,Dinuba,CA,city,2021,ON_DEMAND_AUTO,370079,370434,370257,10587,179746,179923
619318,Dinuba,CA,city,2021,OTHER_TRAVEL_MODE,8163848,9091104,8627476,8570,4077639,4541267
619318,Dinuba,CA,city,2021,PRIVATE_AUTO,105908877,108657264,107283071,7010895,49448991,50823184
619318,Dinuba,CA,city,2021,WALKING,997340,916560,956950,778696,109322,68932
619318,Dinuba,CA,city,2022,BIKING,941025,861422,901223,74662,433182,393380
619318,Dinuba,CA,city,2022,CARPOOL,60457806,63188266,61823036,3872136,28292835,29658065
619318,Dinuba,CA,city,2022,COMMERCIAL,3091993,2924532,3008263,61061,1515466,1431736
619318,Dinuba,CA,city,2022,ON_DEMAND_AUTO,270480,252165,261323,310,135085,125928
619318,Dinuba,CA,city,2022,OTHER_TRAVEL_MODE,10983414,11886670,11435042,1216,5491099,5942727
619318,Dinuba,CA,city,2022,PRIVATE_AUTO,87125832,87525073,87325452,5452813,40836509,41036130
619318,Dinuba,CA,city,2022,WALKING,3379628,3329854,3354741,2639961,369834,344947
619318,Dinuba,CA,city,2023,BIKING,80712,75626,78169,18723,30995,28451
619318,Dinuba,CA,city,2023,CARPOOL,56781728,56751243,56766486,4154678,26313525,26298282
619318,Dinuba,CA,city,2023,COMMERCIAL,3738225,4610603,4174414,97730,1820247,2256436
619318,Dinuba,CA,city,2023,ON_DEMAND_AUTO,34092,16020,25056,326,16883,7847
619318,Dinuba,CA,city,2023,OTHER_TRAVEL_MODE,7517545,6704171,7110858,0,3758772,3352085
619318,Dinuba,CA,city,2023,PRIVATE_AUTO,118361926,123339844,120850885,5547702,56407112,58896071
619318,Dinuba,CA,city,2023,WALKING,1501903,1431013,1466458,1159870,171016,135571
619402,Dixon,CA,city,2019,BIKING,1204791,1267438,1236114,114515,545138,576461
619402,Dixon,CA,city,2019,CARPOOL,114780140,98167707,106473924,2407227,56186456,47880240
619402,Dixon,CA,city,2019,COMMERCIAL,47323784,62428192,54875988,1406765,22958510,30510714
619402,Dixon,CA,city,2019,ON_DEMAND_AUTO,898958,1043092,971025,4908,447025,519092
619402,Dixon,CA,city,2019,OTHER_TRAVEL_MODE,27527392,31478647,29503019,8100,13759646,15735274
619402,Dixon,CA,city,2019,PRIVATE_AUTO,110980404,133996193,122488299,9007136,50986634,62494529
619402,Dixon,CA,city,2019,PUBLIC_TRANSIT,326099,363117,344608,0,163049,181559
619402,Dixon,CA,city,2019,WALKING,1208687,1188711,1198699,1115918,46384,36396
619402,Dixon,CA,city,2020,BIKING,1017419,1070323,1043871,96705,460357,486809
619402,Dixon,CA,city,2020,CARPOOL,96929268,82900439,89914853,2032850,47448209,40433795
619402,Dixon,CA,city,2020,COMMERCIAL,39963880,52719216,46341548,1187981,19387949,25765617
619402,Dixon,CA,city,2020,ON_DEMAND_AUTO,759150,880868,820009,4145,377502,438362
619402,Dixon,CA,city,2020,OTHER_TRAVEL_MODE,23246269,26583015,24914642,6840,11619714,13288087
619402,Dixon,CA,city,2020,PRIVATE_AUTO,93720476,113156796,103438636,7606325,43057075,52775235
619402,Dixon,CA,city,2020,PUBLIC_TRANSIT,275383,306645,291014,0,137691,153322
619402,Dixon,CA,city,2020,WALKING,1020709,1003840,1012275,942368,39171,30736
619402,Dixon,CA,city,2021,BIKING,90245,93202,91724,73809,8218,9697
619402,Dixon,CA,city,2021,CARPOOL,177822457,147828303,162825380,3827701,86997378,72000301
619402,Dixon,CA,city,2021,COMMERCIAL,19525981,22090190,20808086,355107,9585437,10867542
619402,Dixon,CA,city,2021,ON_DEMAND_AUTO,500834,869762,685298,26883,236975,421439
619402,Dixon,CA,city,2021,OTHER_TRAVEL_MODE,21543574,26456767,24000170,6243,10768666,13225262
619402,Dixon,CA,city,2021,PRIVATE_AUTO,109377102,145430674,127403888,11182746,49097178,67123964
619402,Dixon,CA,city,2021,PUBLIC_TRANSIT,141318,228083,184700,0,70659,114042
619402,Dixon,CA,city,2021,WALKING,915963,883352,899658,852347,31808,15503
619402,Dixon,CA,city,2022,BIKING,1066320,1103723,1085022,123025,471648,490349
619402,Dixon,CA,city,2022,CARPOOL,116736401,116869094,116802748,3355874,56690264,56756610
619402,Dixon,CA,city,2022,COMMERCIAL,18644352,19341920,18993136,425880,9109236,9458020
619402,Dixon,CA,city,2022,ON_DEMAND_AUTO,439735,474428,457081,1313,219211,236558
619402,Dixon,CA,city,2022,OTHER_TRAVEL_MODE,12840493,18686588,15763540,18315,6411089,9334136
619402,Dixon,CA,city,2022,PRIVATE_AUTO,134748824,139535488,137142156,10059647,62344588,64737920
619402,Dixon,CA,city,2022,PUBLIC_TRANSIT,211975,302089,257032,0,105987,151045
